USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
u0_a189       2967   634 15967468 116968 do_epoll_wait      0 S com.kieronquinn.app.smartspacer
u0_a180       2977   634 15721168 203000 do_epoll_wait      0 S app.lawnchair
root          3023     1   17876    192 do_sys_poll         0 S zn-zygisk-companion32 zygisk_lsposed
system        3282     1 10799380  2484 __do_sys_rt_sigsuspend 0 S sh
system        3285  3282 10859696  3192 __skb_wait_for_more_packets 0 S logcat
root          3338     2       0      0 rescuer_thread      0 I [kbase_event]
root          3513     2       0      0 rescuer_thread      0 I [kbase_event]
root          3725     1 12289732 11796 do_epoll_wait       0 S scene-daemon
root          3879     2       0      0 worker_thread       0 I [kworker/u16:3-kverityd]
root          4178     1 10792764   956 inotify_read        0 S uperf
root          4179  4178 10879924  1496 __arm64_sys_nanosleep 0 S uperf
root          4310     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a151       4338   634 17747756 102100 do_epoll_wait      0 S com.tencent.mobileqq:MSF
u0_a164       4426   634 44015644 287780 do_epoll_wait      0 S com.sohu.inputmethod.sogou
nobody        4498     1   27504   1008 do_sys_poll         0 S xdnsproxy
u0_a94        4644   635 1853592  12904 do_epoll_wait       0 S com.jxw.launcher
u0_a94        4733   635 1851808   8884 do_epoll_wait       0 S com.jxw.launcher:remote
root          4913     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a133       5879   634 15738276 71944 do_epoll_wait       0 S com.android.messaging
u0_a187       6465  2740 10793520  1868 unix_stream_data_wait 0 S su
root          6471   524 10811668  2688 pipe_read           0 S sh
shell         6797     1 10932492  1848 do_epoll_wait       0 S adbd
root          6819     2       0      0 worker_thread       0 I [kworker/4:3-events]
root          6943     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a176       7072   634 16930012 48220 do_epoll_wait       0 S com.github.metacubex.clash.meta:background
u0_a185       7820   634 43001960 211712 do_epoll_wait      0 S com.twitter.android
u0_a151       8096   634 24907212 548872 do_epoll_wait      0 S com.tencent.mobileqq
u0_a182       8610   634 46842772 433216 do_epoll_wait      0 S com.netease.cloudmusic
u0_a150       8710   634 17790316 46400 do_epoll_wait       0 S com.tencent.mm:push
root          9013     2       0      0 rescuer_thread      0 I [kbase_event]
root          9113     2       0      0 worker_thread       0 I [kworker/2:2-events]
u0_i9008      9231  1736 14852564 69692 do_epoll_wait       0 S com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root          9432     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a182       9616   634 16798172 89500 do_epoll_wait       0 S com.netease.cloudmusic:pushservice
root          9660     2       0      0 rescuer_thread      0 I [kbase_event]
root         10654     2       0      0 worker_thread       0 I [kworker/0:2-events]
u0_i9009     11003  1736 329515520 104648 do_epoll_wait     0 S com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:1
root         11819     2       0      0 rescuer_thread      0 I [kbase_event]
root         12073     2       0      0 worker_thread       0 I [kworker/u17:1-erofs_unzipd]
root         12083     2       0      0 rescuer_thread      0 I [kbase_event]
root         12645     2       0      0 worker_thread       0 I [kworker/3:2-pm]
u0_a163      13293   634 15629624 174192 do_epoll_wait      0 S com.termux
root         13832     2       0      0 worker_thread       0 I [kworker/4:0-events]
root         13935     2       0      0 worker_thread       0 I [kworker/6:2-events]
root         14889     2       0      0 worker_thread       0 I [kworker/6:1-cgroup_destroy]
root         15290     1 10856988   516 do_select           0 S mtio
root         15295     1 10822172    24 do_select           0 S mtio
root         15298     2       0      0 worker_thread       0 I [kworker/u16:7-kverityd]
root         15820     2       0      0 rescuer_thread      0 I [kbase_event]
root         16108     2       0      0 worker_thread       0 I [kworker/u16:1-kverityd]
root         16111     2       0      0 worker_thread       0 I [kworker/u16:9-kverityd]
root         16243     2       0      0 worker_thread       0 I [kworker/5:0-events]
u0_i9006     16373  1736 328231636 139640 do_epoll_wait     0 S com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         17643     2       0      0 worker_thread       0 I [kworker/1:3-cgroup_pidlist_destroy]
root         18929     2       0      0 worker_thread       0 I [kworker/u16:0-kverityd]
root         19093     2       0      0 worker_thread       0 I [kworker/0:0-events]
root         19121     2       0      0 worker_thread       0 I [kworker/7:0-events]
root         19348     2       0      0 worker_thread       0 I [kworker/u17:0-sprdwl_work]
root         19349     2       0      0 worker_thread       0 I [kworker/u17:3]
root         19350     2       0      0 worker_thread       0 I [kworker/u16:2-kverityd]
root         19709     2       0      0 worker_thread       0 I [kworker/u17:6-erofs_unzipd]
root         20302     2       0      0 worker_thread       0 I [kworker/3:1-events]
u0_a151      21479   634 18177168 259248 do_epoll_wait      0 S com.tencent.mobileqq:qzone
u0_a151      21821   634 17500856 241196 do_epoll_wait      0 S com.tencent.mobileqq:gameservice
u0_a151      21868   634 18649620 406764 do_epoll_wait      0 S com.tencent.mobileqq:peak
root         22159     2       0      0 rescuer_thread      0 I [kbase_event]
root         22192     2       0      0 worker_thread       0 I [kworker/6:0-events]
root         22264     2       0      0 worker_thread       0 I [kworker/1:0-events]
u0_a48       22426   634 14845176 70028 do_epoll_wait       0 S android.process.acore
u0_a53       22449   634 14744872 42036 do_epoll_wait       0 S com.android.musicfx
u0_a157      22486   634 18729652 114736 do_epoll_wait      0 S org.mozilla.firefox
u0_a157      22525   634 14970128 69656 do_epoll_wait       0 S org.mozilla.firefox:crashhelper_disable_art_image_
u0_a157      22611   634 14932500 70036 do_epoll_wait       0 S org.mozilla.firefox:tab_disable_art_image_25
u0_a166      22684   634 16816164 150948 do_epoll_wait      0 S com.deepseek.chat
root         22759     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a131      23191   634 15332452 54668 do_epoll_wait       0 S com.android.gallery3d
u0_a151      23311   634 247733704 353092 do_epoll_wait     0 S com.tencent.mobileqq:mini3
root         23500     2       0      0 worker_thread       0 I [kworker/5:2-events]
root         23521     2       0      0 rescuer_thread      0 I [kbase_event]
u0_i9011     23574  1736 14852436 45388 do_epoll_wait       0 S com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
u0_a151      23634   634 43644748 309336 do_epoll_wait      0 S com.tencent.mobileqq:mini
u0_a151      23693   634 17490892 240308 do_epoll_wait      0 S com.tencent.mobileqq:tool
u0_a109      23791   634 14905548 53452 do_epoll_wait       0 S com.android.webview:webview_service
root         24653   820 10881852  3484 __arm64_sys_nanosleep 0 S sleep
root         24719     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a163      24743 13293 10894312  4924 do_wait             0 S bash
root         24815     1 10959000  1236 do_sys_poll         0 S magiskd
root         24816 24815 11104904 28952 0                   0 R app_process
root         24821     1 10959000  1232 do_sys_poll         0 S magiskd
root         24822 24821 11268772 28724 wait_on_page_bit_common 0 D app_process
root         24830     1 10959000  1236 do_sys_poll         0 S magiskd
root         24832 24830 11080356 28988 wait_on_page_bit_common 0 D app_process
u0_a163      24837 24743 10831560  2484 unix_stream_data_wait 0 S su
root         24839     1 10959000  1244 do_sys_poll         0 S magiskd
root         24840 24839 11127472 29380 0                   0 R app_process
root         24841   524 10819864  3216 __do_sys_rt_sigsuspend 0 S sh
root         24842 24841 10857404  4480 0                   0 R ps
u0_a77       27874   634 42093788 100916 do_epoll_wait      0 S com.baidu.launcher
u0_a77       28149   634 15566224 84216 do_epoll_wait       0 S com.baidu.launcher:remote
root         30590     2       0      0 worker_thread       0 I [kworker/2:1-events]
u0_a159      31704   634 16169048 91700 do_epoll_wait       0 S bin.mt.plus
u0_a159      31751 31704       0      0 0                   0 Z [ZIDThreadPoolEx]
root         31773     2       0      0 rescuer_thread      0 I [kbase_event]
